trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
453,False,"{'a': 0.995, 'e': 3.09725407159451}",25,0,-282.08281518727637,"{0: 7, 1: 2, 2: 12, 3: 0, 4: 4}",0
454,False,"{'a': 0.995, 'e': 3.0817678012365373}",25,0,-93.19275665774146,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
455,False,"{'a': 0.995, 'e': 3.0663589622303546}",25,0,-187.5536275181372,"{0: 11, 1: 3, 2: 8, 3: 1, 4: 2}",0
456,False,"{'a': 0.995, 'e': 3.051027167419203}",20,0,-101.56068384375543,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
457,False,"{'a': 0.995, 'e': 3.035772031582107}",25,0,-46.53925355433743,"{0: 19, 1: 4, 2: 1, 3: 0, 4: 1}",0
458,False,"{'a': 0.995, 'e': 3.0205931714241965}",25,0,-63.33569548639164,"{0: 14, 1: 6, 2: 5, 3: 0, 4: 0}",0
459,False,"{'a': 0.995, 'e': 3.0054902055670754}",30,0,-170.94345048739925,"{0: 18, 1: 4, 2: 5, 3: 0, 4: 3}",0
460,False,"{'a': 0.995, 'e': 2.99046275453924}",35,28,13.48968884698689,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.995, 'e': 2.9755104407665436}",20,0,-29.362854410747655,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
462,False,"{'a': 0.995, 'e': 2.960632888562711}",20,0,-53.17235916244499,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
463,False,"{'a': 0.995, 'e': 2.945829724119897}",20,0,-206.55622047790496,"{0: 10, 1: 2, 2: 3, 3: 1, 4: 4}",0
464,False,"{'a': 0.995, 'e': 2.931100575499298}",35,0,-131.75066334908576,"{0: 23, 1: 5, 2: 5, 3: 0, 4: 2}",0
465,False,"{'a': 0.995, 'e': 2.9164450726218014}",30,0,-13.122740428452627,"{0: 24, 1: 3, 2: 3, 3: 0, 4: 0}",0
466,False,"{'a': 0.995, 'e': 2.9018628472586925}",20,0,-110.27909317834323,"{0: 10, 1: 5, 2: 3, 3: 1, 4: 1}",0
467,False,"{'a': 0.995, 'e': 2.887353533022399}",20,0,-75.38263584427598,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
468,False,"{'a': 0.995, 'e': 2.8729167653572873}",20,0,-107.77439833666858,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
469,False,"{'a': 0.995, 'e': 2.858552181530501}",20,0,-86.19906568376749,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
470,False,"{'a': 0.995, 'e': 2.844259420622848}",20,0,-57.13190529088433,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
471,False,"{'a': 0.995, 'e': 2.830038123519734}",20,0,-163.76685461804666,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 3}",0
472,False,"{'a': 0.995, 'e': 2.8158879329021356}",20,0,-111.37208744844388,"{0: 9, 1: 4, 2: 6, 3: 0, 4: 1}",0
473,False,"{'a': 0.995, 'e': 2.801808493237625}",25,11,-129.55573852671745,"{0: 7, 1: 2, 2: 1, 3: 2, 4: 2}",1
474,False,"{'a': 0.995, 'e': 2.7877994507714368}",25,0,-149.43498241534104,"{0: 13, 1: 5, 2: 5, 3: 0, 4: 2}",0
475,False,"{'a': 0.995, 'e': 2.7738604535175795}",20,0,-69.96814040215305,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
476,False,"{'a': 0.995, 'e': 2.7599911512499915}",25,0,-68.8435468481986,"{0: 15, 1: 3, 2: 7, 3: 0, 4: 0}",0
477,False,"{'a': 0.995, 'e': 2.7461911954937417}",20,0,-119.04360979643297,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
478,False,"{'a': 0.995, 'e': 2.732460239516273}",30,0,-144.40882223869795,"{0: 15, 1: 8, 2: 4, 3: 2, 4: 1}",0
479,False,"{'a': 0.995, 'e': 2.718797938318692}",25,0,-125.1330792389466,"{0: 13, 1: 3, 2: 8, 3: 0, 4: 1}",0
480,False,"{'a': 0.995, 'e': 2.7052039486270987}",25,0,-116.73882017080477,"{0: 13, 1: 4, 2: 7, 3: 0, 4: 1}",0
481,False,"{'a': 0.995, 'e': 2.691677928883963}",25,0,-109.34043168956015,"{0: 10, 1: 8, 2: 6, 3: 1, 4: 0}",0
482,False,"{'a': 0.995, 'e': 2.678219539239543}",20,0,-145.15300160974311,"{0: 7, 1: 4, 2: 7, 3: 1, 4: 1}",0
483,False,"{'a': 0.995, 'e': 2.6648284415433454}",20,4,-107.33538146979748,"{0: 8, 1: 1, 2: 5, 3: 1, 4: 1}",1
484,False,"{'a': 0.995, 'e': 2.651504299335629}",20,0,-131.2506912471061,"{0: 13, 1: 3, 2: 1, 3: 0, 4: 3}",0
485,False,"{'a': 0.995, 'e': 2.6382467778389507}",25,0,-59.640548437748585,"{0: 15, 1: 4, 2: 6, 3: 0, 4: 0}",0
486,False,"{'a': 0.995, 'e': 2.625055543949756}",30,0,-130.22410931921218,"{0: 19, 1: 4, 2: 5, 3: 0, 4: 2}",0
487,False,"{'a': 0.995, 'e': 2.6119302662300075}",20,0,-94.56577469060277,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
488,False,"{'a': 0.995, 'e': 2.5988706148988574}",20,0,-47.93858828257677,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
489,False,"{'a': 0.995, 'e': 2.585876261824363}",20,0,-58.29496793303045,"{0: 14, 1: 4, 2: 0, 3: 1, 4: 1}",0
490,False,"{'a': 0.995, 'e': 2.572946880515241}",20,0,-48.399134186812006,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
491,False,"{'a': 0.995, 'e': 2.560082146112665}",20,0,-4.216493910145708,"{0: 16, 1: 4, 2: 0, 3: 0, 4: 0}",0
492,False,"{'a': 0.995, 'e': 2.547281735382102}",20,0,-135.30635450459584,"{0: 9, 1: 5, 2: 4, 3: 0, 4: 2}",0
493,False,"{'a': 0.995, 'e': 2.5345453267051914}",35,0,-170.79826493287632,"{0: 17, 1: 7, 2: 9, 3: 1, 4: 1}",0
494,False,"{'a': 0.995, 'e': 2.5218726000716654}",25,0,-135.41042479319404,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
495,False,"{'a': 0.995, 'e': 2.509263237071307}",20,0,-79.92346821998636,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
496,False,"{'a': 0.995, 'e': 2.4967169208859503}",30,0,-106.30339790069317,"{0: 17, 1: 7, 2: 5, 3: 0, 4: 1}",0
497,False,"{'a': 0.995, 'e': 2.4842333362815205}",25,0,-213.29730613865013,"{0: 12, 1: 2, 2: 6, 3: 2, 4: 3}",0
498,False,"{'a': 0.995, 'e': 2.471812169600113}",25,0,-86.44126202413358,"{0: 14, 1: 3, 2: 7, 3: 1, 4: 0}",0
499,False,"{'a': 0.995, 'e': 2.4594531087521125}",25,0,-98.4081213959951,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
500,False,"{'a': 0.995, 'e': 2.447155843208352}",25,0,-119.52672603451444,"{0: 13, 1: 4, 2: 7, 3: 0, 4: 1}",0
501,False,"{'a': 0.995, 'e': 2.43492006399231}",25,0,-101.63345836092847,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
502,False,"{'a': 0.995, 'e': 2.4227454636723484}",30,0,-164.00889755371756,"{0: 17, 1: 6, 2: 3, 3: 2, 4: 2}",0
503,False,"{'a': 0.995, 'e': 2.4106317363539866}",35,0,-145.28961325078774,"{0: 25, 1: 3, 2: 4, 3: 0, 4: 3}",0
504,False,"{'a': 0.995, 'e': 2.398578577672217}",20,0,-86.98663019024198,"{0: 11, 1: 6, 2: 1, 3: 1, 4: 1}",0
505,False,"{'a': 0.995, 'e': 2.3865856847838556}",30,0,-76.45957360664028,"{0: 23, 1: 1, 2: 4, 3: 1, 4: 1}",0
506,False,"{'a': 0.995, 'e': 2.3746527563599362}",35,0,-156.38510815997506,"{0: 20, 1: 6, 2: 7, 3: 0, 4: 2}",0
507,False,"{'a': 0.995, 'e': 2.3627794925781367}",20,11,-10.442216844660969,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
508,False,"{'a': 0.995, 'e': 2.350965595115246}",20,0,-101.10964193170803,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
509,False,"{'a': 0.995, 'e': 2.3392107671396696}",30,0,-120.558595656243,"{0: 20, 1: 4, 2: 4, 3: 0, 4: 2}",0
510,False,"{'a': 0.995, 'e': 2.3275147133039713}",25,7,-98.91289431167202,"{0: 9, 1: 1, 2: 7, 3: 0, 4: 1}",1
511,False,"{'a': 0.995, 'e': 2.3158771397374514}",35,0,-89.92770349283118,"{0: 25, 1: 5, 2: 3, 3: 1, 4: 1}",0
512,False,"{'a': 0.995, 'e': 2.304297754038764}",20,0,-73.08620683379444,"{0: 10, 1: 5, 2: 4, 3: 1, 4: 0}",0
513,False,"{'a': 0.995, 'e': 2.29277626526857}",20,0,-196.34627808607672,"{0: 10, 1: 3, 2: 3, 3: 0, 4: 4}",1
514,False,"{'a': 0.995, 'e': 2.281312383942227}",25,0,-157.21401534698884,"{0: 14, 1: 3, 2: 4, 3: 2, 4: 2}",0
515,False,"{'a': 0.995, 'e': 2.269905822022516}",25,0,-177.5525190374805,"{0: 12, 1: 2, 2: 8, 3: 1, 4: 2}",0
516,False,"{'a': 0.995, 'e': 2.2585562929124032}",30,0,-176.85178435702113,"{0: 13, 1: 8, 2: 7, 3: 0, 4: 2}",0
517,False,"{'a': 0.995, 'e': 2.247263511447841}",20,0,-62.81842122513087,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
518,False,"{'a': 0.995, 'e': 2.236027193890602}",30,0,-114.76028606952546,"{0: 17, 1: 5, 2: 7, 3: 0, 4: 1}",0
519,False,"{'a': 0.995, 'e': 2.224847057921149}",20,0,-86.67482986636473,"{0: 11, 1: 5, 2: 3, 3: 0, 4: 1}",0
520,False,"{'a': 0.995, 'e': 2.213722822631543}",20,0,-217.94476866532028,"{0: 7, 1: 5, 2: 4, 3: 0, 4: 4}",0
521,False,"{'a': 0.995, 'e': 2.2026542085183856}",30,10,-77.15706574252627,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",1
522,False,"{'a': 0.995, 'e': 2.1916409374757935}",30,6,-59.48105726560835,"{0: 15, 1: 5, 2: 3, 3: 1, 4: 0}",1
523,False,"{'a': 0.995, 'e': 2.1806827327884144}",20,0,-60.98782386250291,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
524,False,"{'a': 0.995, 'e': 2.1697793191244723}",20,0,-86.09736007123412,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
525,False,"{'a': 0.995, 'e': 2.15893042252885}",25,0,-71.24954665635697,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
526,False,"{'a': 0.995, 'e': 2.148135770416206}",20,0,-77.44353700641618,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
527,False,"{'a': 0.995, 'e': 2.137395091564125}",20,0,-149.7906022034305,"{0: 11, 1: 3, 2: 3, 3: 0, 4: 3}",0
528,False,"{'a': 0.995, 'e': 2.1267081161063044}",25,0,-114.19652885802094,"{0: 13, 1: 4, 2: 7, 3: 0, 4: 1}",0
529,False,"{'a': 0.995, 'e': 2.116074575525773}",20,0,-46.93883714388186,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
530,False,"{'a': 0.995, 'e': 2.1054942026481442}",20,16,7.452780011283888,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.995, 'e': 2.0949667316349037}",30,0,-91.06595833536461,"{0: 20, 1: 3, 2: 6, 3: 0, 4: 1}",0
532,False,"{'a': 0.995, 'e': 2.0844918979767293}",25,0,-168.26761240865716,"{0: 11, 1: 4, 2: 8, 3: 0, 4: 2}",0
533,False,"{'a': 0.995, 'e': 2.0740694384868457}",35,0,-135.23690995448516,"{0: 26, 1: 0, 2: 5, 3: 2, 4: 2}",0
534,False,"{'a': 0.995, 'e': 2.0636990912944113}",25,0,-146.66488546201882,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",0
535,False,"{'a': 0.995, 'e': 2.053380595837939}",20,6,-93.45338163940465,"{0: 6, 1: 2, 2: 5, 3: 0, 4: 1}",1
536,False,"{'a': 0.995, 'e': 2.0431136928587494}",20,9,-0.5750835868158406,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
537,False,"{'a': 0.995, 'e': 2.0328981243944555}",25,0,-110.75911115164729,"{0: 14, 1: 3, 2: 7, 3: 0, 4: 1}",0
538,False,"{'a': 0.995, 'e': 2.022733633772483}",20,0,-96.07074303076209,"{0: 10, 1: 4, 2: 5, 3: 0, 4: 1}",0
539,False,"{'a': 0.995, 'e': 2.0126199656036206}",20,0,-73.16745678892407,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
540,False,"{'a': 0.995, 'e': 2.0025568657756025}",25,0,-90.29603602849456,"{0: 15, 1: 1, 2: 8, 3: 1, 4: 0}",0
541,False,"{'a': 0.995, 'e': 1.9925440814467246}",20,0,-98.75983279251179,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
542,False,"{'a': 0.995, 'e': 1.982581361039491}",25,0,-207.49491518516663,"{0: 15, 1: 1, 2: 4, 3: 1, 4: 4}",0
543,False,"{'a': 0.995, 'e': 1.9726684542342934}",25,11,-63.18491749495598,"{0: 6, 1: 4, 2: 3, 3: 1, 4: 0}",1
544,False,"{'a': 0.995, 'e': 1.9628051119631218}",20,9,-62.496654553722465,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 1}",1
545,False,"{'a': 0.995, 'e': 1.9529910864033062}",20,0,-98.21897841220981,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
546,False,"{'a': 0.995, 'e': 1.9432261309712897}",30,0,-144.22377355323852,"{0: 19, 1: 2, 2: 7, 3: 0, 4: 2}",0
547,False,"{'a': 0.995, 'e': 1.9335100003164332}",25,6,-49.550171723988015,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 1}",1
548,False,"{'a': 0.995, 'e': 1.923842450314851}",30,0,-228.86717554954194,"{0: 16, 1: 4, 2: 5, 3: 1, 4: 4}",0
549,False,"{'a': 0.995, 'e': 1.9142232380632767}",25,0,-91.19281289963305,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
550,False,"{'a': 0.995, 'e': 1.9046521218729602}",20,3,-87.64401343434004,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 2}",1
551,False,"{'a': 0.995, 'e': 1.8951288612635955}",35,0,-213.82423599369474,"{0: 17, 1: 5, 2: 9, 3: 2, 4: 2}",0
552,False,"{'a': 0.995, 'e': 1.8856532169572775}",25,0,-265.8465707144053,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 5}",0
553,False,"{'a': 0.995, 'e': 1.876224950872491}",20,0,-51.11602369461498,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
554,False,"{'a': 0.995, 'e': 1.8668438261181286}",30,0,-136.4567764308345,"{0: 18, 1: 2, 2: 7, 3: 2, 4: 1}",0
555,False,"{'a': 0.995, 'e': 1.8575096069875379}",20,13,-19.842041112281446,"{0: 4, 1: 0, 2: 3, 3: 0, 4: 0}",1
556,False,"{'a': 0.995, 'e': 1.8482220589526002}",30,0,-181.1869818499438,"{0: 19, 1: 4, 2: 3, 3: 0, 4: 4}",0
557,False,"{'a': 0.995, 'e': 1.8389809486578372}",25,0,-89.66922104024982,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
558,False,"{'a': 0.995, 'e': 1.8297860439145481}",20,0,-35.40238311250691,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
559,False,"{'a': 0.995, 'e': 1.8206371136949753}",30,0,-125.80374607792135,"{0: 21, 1: 1, 2: 6, 3: 0, 4: 2}",0
560,False,"{'a': 0.995, 'e': 1.8115339281265004}",25,11,-37.494805784126065,"{0: 8, 1: 2, 2: 4, 3: 0, 4: 0}",1
561,False,"{'a': 0.995, 'e': 1.8024762584858678}",20,4,12.650922200775813,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.995, 'e': 1.7934638771934384}",30,0,-134.84661627265706,"{0: 15, 1: 5, 2: 9, 3: 0, 4: 1}",0
563,False,"{'a': 0.995, 'e': 1.7844965578074712}",20,0,-82.1689483810229,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
564,False,"{'a': 0.995, 'e': 1.775574075018434}",20,0,-91.16121511050765,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
565,False,"{'a': 0.995, 'e': 1.7666962046433416}",20,0,-77.46542548140411,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
566,False,"{'a': 0.995, 'e': 1.757862723620125}",25,0,-108.21091527078939,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
567,False,"{'a': 0.995, 'e': 1.7490734100020244}",25,0,-137.0524113173658,"{0: 14, 1: 5, 2: 3, 3: 1, 4: 2}",0
568,False,"{'a': 0.995, 'e': 1.7403280429520143}",30,0,-92.60391007532843,"{0: 21, 1: 2, 2: 6, 3: 0, 4: 1}",0
569,False,"{'a': 0.995, 'e': 1.731626402737254}",20,0,-28.523854080563787,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
570,False,"{'a': 0.995, 'e': 1.7229682707235678}",20,0,-107.18886706424169,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
571,False,"{'a': 0.995, 'e': 1.71435342936995}",30,15,-87.07460600188547,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 2}",1
572,False,"{'a': 0.995, 'e': 1.7057816622231003}",20,0,-135.4348114329357,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
573,False,"{'a': 0.995, 'e': 1.6972527539119848}",30,0,-152.31053487628236,"{0: 16, 1: 6, 2: 6, 3: 0, 4: 2}",0
574,False,"{'a': 0.995, 'e': 1.6887664901424249}",20,0,-132.4936481944577,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
575,False,"{'a': 0.995, 'e': 1.6803226576917127}",20,4,-14.044801440615474,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 0}",1
576,False,"{'a': 0.995, 'e': 1.6719210444032542}",20,0,-118.09599971842614,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
577,False,"{'a': 0.995, 'e': 1.6635614391812379}",30,0,-275.6390329998745,"{0: 14, 1: 3, 2: 8, 3: 0, 4: 5}",0
578,False,"{'a': 0.995, 'e': 1.6552436319853316}",20,6,-140.62178393246916,"{0: 7, 1: 0, 2: 3, 3: 2, 4: 2}",1
579,False,"{'a': 0.995, 'e': 1.646967413825405}",35,0,-202.03229037742818,"{0: 21, 1: 3, 2: 7, 3: 1, 4: 3}",0
580,False,"{'a': 0.995, 'e': 1.638732576756278}",25,0,-184.1187345863711,"{0: 13, 1: 4, 2: 4, 3: 1, 4: 3}",0
581,False,"{'a': 0.995, 'e': 1.6305389138724966}",20,0,-180.3776825388169,"{0: 11, 1: 3, 2: 2, 3: 0, 4: 4}",0
582,False,"{'a': 0.995, 'e': 1.6223862193031342}",25,0,-255.43602530810486,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 5}",0
583,False,"{'a': 0.995, 'e': 1.6142742882066186}",30,0,-32.83200235319227,"{0: 23, 1: 2, 2: 5, 3: 0, 4: 0}",0
584,False,"{'a': 0.995, 'e': 1.6062029167655854}",20,0,-124.90001351144605,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
585,False,"{'a': 0.995, 'e': 1.5981719021817573}",30,0,-171.40436059346288,"{0: 19, 1: 3, 2: 4, 3: 1, 4: 3}",0
586,False,"{'a': 0.995, 'e': 1.5901810426708485}",30,0,-131.21256996111597,"{0: 20, 1: 3, 2: 4, 3: 1, 4: 2}",0
587,False,"{'a': 0.995, 'e': 1.5822301374574943}",20,0,-101.64989660174675,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
588,False,"{'a': 0.995, 'e': 1.5743189867702068}",20,0,-67.18034491164515,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
589,False,"{'a': 0.995, 'e': 1.5664473918363557}",25,0,-90.0856708464714,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
590,False,"{'a': 0.995, 'e': 1.5586151548771738}",20,0,-106.21899092471381,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
591,False,"{'a': 0.995, 'e': 1.550822079102788}",25,0,-116.27812565075949,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
592,False,"{'a': 0.995, 'e': 1.5430679687072741}",20,0,-125.35060537192598,"{0: 9, 1: 1, 2: 9, 3: 0, 4: 1}",0
593,False,"{'a': 0.995, 'e': 1.5353526288637378}",30,0,-181.79500108307693,"{0: 16, 1: 1, 2: 10, 3: 1, 4: 2}",0
594,False,"{'a': 0.995, 'e': 1.5276758657194192}",30,0,-138.22177081243115,"{0: 17, 1: 3, 2: 8, 3: 1, 4: 1}",0
595,False,"{'a': 0.995, 'e': 1.5200374863908221}",30,0,-149.24783477760587,"{0: 16, 1: 4, 2: 7, 3: 2, 4: 1}",0
596,False,"{'a': 0.995, 'e': 1.5124372989588681}",20,0,-75.9176669203077,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
597,False,"{'a': 0.995, 'e': 1.5048751124640738}",20,0,-42.89569300683368,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
598,False,"{'a': 0.995, 'e': 1.4973507369017534}",30,0,-127.88217251700961,"{0: 17, 1: 3, 2: 9, 3: 0, 4: 1}",0
599,False,"{'a': 0.995, 'e': 1.4898639832172447}",25,0,-102.76530457549285,"{0: 12, 1: 3, 2: 10, 3: 0, 4: 0}",0
600,False,"{'a': 0.995, 'e': 1.4824146633011583}",25,7,-119.04096461035734,"{0: 11, 1: 1, 2: 3, 3: 1, 4: 2}",1
601,False,"{'a': 0.995, 'e': 1.4750025899846526}",20,0,-171.68108588425758,"{0: 8, 1: 3, 2: 6, 3: 1, 4: 2}",0
602,False,"{'a': 0.995, 'e': 1.4676275770347293}",20,0,-114.15949755207802,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
603,False,"{'a': 0.995, 'e': 1.4602894391495558}",30,0,-162.3196713699069,"{0: 18, 1: 6, 2: 3, 3: 0, 4: 3}",0
604,False,"{'a': 0.995, 'e': 1.452987991953808}",25,0,-89.31441476756484,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
605,False,"{'a': 0.995, 'e': 1.445723051994039}",30,0,-86.66888346122636,"{0: 18, 1: 4, 2: 7, 3: 1, 4: 0}",0
606,False,"{'a': 0.995, 'e': 1.4384944367340688}",30,0,-91.79725714689984,"{0: 20, 1: 2, 2: 7, 3: 0, 4: 1}",0
607,False,"{'a': 0.995, 'e': 1.4313019645503986}",25,0,-63.8373326763941,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
608,False,"{'a': 0.995, 'e': 1.4241454547276466}",25,0,-36.516060479375014,"{0: 17, 1: 4, 2: 4, 3: 0, 4: 0}",0
609,False,"{'a': 0.995, 'e': 1.4170247274540084}",20,0,-128.52133261012025,"{0: 9, 1: 2, 2: 7, 3: 1, 4: 1}",0
610,False,"{'a': 0.995, 'e': 1.4099396038167384}",20,0,-68.74318739437159,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
611,False,"{'a': 0.995, 'e': 1.4028899057976547}",25,0,-194.39626061037728,"{0: 15, 1: 2, 2: 2, 3: 3, 4: 3}",0
612,False,"{'a': 0.995, 'e': 1.3958754562686664}",25,0,-101.27986790576516,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
613,False,"{'a': 0.995, 'e': 1.388896078987323}",30,0,-118.4048127337254,"{0: 18, 1: 2, 2: 9, 3: 0, 4: 1}",0
614,False,"{'a': 0.995, 'e': 1.3819515985923865}",20,0,-96.37378510776713,"{0: 11, 1: 4, 2: 3, 3: 1, 4: 1}",0
615,False,"{'a': 0.995, 'e': 1.3750418405994245}",30,0,-156.2400669537532,"{0: 17, 1: 3, 2: 8, 3: 0, 4: 2}",0
616,False,"{'a': 0.995, 'e': 1.3681666313964274}",20,0,-46.157531095875996,"{0: 12, 1: 5, 2: 3, 3: 0, 4: 0}",0
617,False,"{'a': 0.995, 'e': 1.361325798239445}",20,0,-104.3654876318073,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
618,False,"{'a': 0.995, 'e': 1.354519169248248}",25,0,-88.98169089885438,"{0: 13, 1: 4, 2: 8, 3: 0, 4: 0}",0
619,False,"{'a': 0.995, 'e': 1.3477465734020067}",20,0,-84.00363726650265,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
620,False,"{'a': 0.995, 'e': 1.3410078405349966}",30,0,-182.39133463691596,"{0: 16, 1: 4, 2: 6, 3: 2, 4: 2}",0
621,False,"{'a': 0.995, 'e': 1.3343028013323215}",20,0,-84.8335104612162,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
622,False,"{'a': 0.995, 'e': 1.32763128732566}",30,5,-162.2284223726505,"{0: 14, 1: 3, 2: 5, 3: 0, 4: 3}",1
623,False,"{'a': 0.995, 'e': 1.3209931308890317}",20,0,-40.47282364825047,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
624,False,"{'a': 0.995, 'e': 1.3143881652345866}",30,0,-240.83450164837242,"{0: 13, 1: 5, 2: 7, 3: 2, 4: 3}",0
625,False,"{'a': 0.995, 'e': 1.3078162244084137}",20,0,-67.65767526319716,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
626,False,"{'a': 0.995, 'e': 1.3012771432863717}",25,0,-62.454100782908334,"{0: 16, 1: 4, 2: 4, 3: 1, 4: 0}",0
627,False,"{'a': 0.995, 'e': 1.2947707575699399}",20,0,-106.62458679490226,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
628,False,"{'a': 0.995, 'e': 1.2882969037820902}",25,0,-133.66052717532048,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
629,False,"{'a': 0.995, 'e': 1.2818554192631797}",25,0,-98.13381607517339,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
630,False,"{'a': 0.995, 'e': 1.2754461421668637}",20,0,-66.78630013425364,"{0: 11, 1: 1, 2: 8, 3: 0, 4: 0}",0
631,False,"{'a': 0.995, 'e': 1.2690689114560294}",25,0,-107.61047633010418,"{0: 13, 1: 2, 2: 9, 3: 1, 4: 0}",0
632,False,"{'a': 0.995, 'e': 1.2627235668987493}",30,0,-89.51666578907148,"{0: 22, 1: 2, 2: 4, 3: 1, 4: 1}",0
633,False,"{'a': 0.995, 'e': 1.2564099490642555}",30,23,13.702741311540716,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.995, 'e': 1.2501278993189342}",25,0,-117.45307091386638,"{0: 11, 1: 3, 2: 11, 3: 0, 4: 0}",0
635,False,"{'a': 0.995, 'e': 1.2438772598223395}",20,0,-76.760635653514,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 1}",0
636,False,"{'a': 0.995, 'e': 1.2376578735232278}",25,0,-50.09771709035686,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
