trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
637,False,"{'a': 0.995, 'e': 1.2314695841556116}",30,17,-37.211987464009496,"{0: 7, 1: 2, 2: 4, 3: 0, 4: 0}",1
638,False,"{'a': 0.995, 'e': 1.2253122362348334}",25,0,-150.67227778784806,"{0: 14, 1: 3, 2: 5, 3: 1, 4: 2}",0
639,False,"{'a': 0.995, 'e': 1.2191856750536592}",20,0,-146.54670136332683,"{0: 7, 1: 4, 2: 7, 3: 1, 4: 1}",0
640,False,"{'a': 0.995, 'e': 1.2130897466783908}",30,0,-145.90872660403932,"{0: 17, 1: 6, 2: 5, 3: 0, 4: 2}",0
641,False,"{'a': 0.995, 'e': 1.2070242979449988}",25,0,-140.44765386800765,"{0: 10, 1: 1, 2: 13, 3: 1, 4: 0}",0
642,False,"{'a': 0.995, 'e': 1.2009891764552738}",20,3,-29.679965539603554,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 0}",1
643,False,"{'a': 0.995, 'e': 1.1949842305729974}",25,0,-161.1585154717137,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 3}",0
644,False,"{'a': 0.995, 'e': 1.1890093094201324}",20,0,-109.69598062951698,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
645,False,"{'a': 0.995, 'e': 1.1830642628730317}",30,4,-96.12927142010457,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 1}",1
646,False,"{'a': 0.995, 'e': 1.1771489415586665}",25,0,-92.70500188820384,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
647,False,"{'a': 0.995, 'e': 1.171263196850873}",20,0,-36.0573399840481,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
648,False,"{'a': 0.995, 'e': 1.1654068808666187}",20,5,-60.586925241025824,"{0: 7, 1: 3, 2: 5, 3: 0, 4: 0}",1
649,False,"{'a': 0.995, 'e': 1.1595798464622855}",20,0,-84.06399470949141,"{0: 11, 1: 0, 2: 8, 3: 1, 4: 0}",0
650,False,"{'a': 0.995, 'e': 1.1537819472299742}",25,0,-136.79117448522757,"{0: 12, 1: 4, 2: 7, 3: 1, 4: 1}",0
651,False,"{'a': 0.995, 'e': 1.1480130374938242}",25,0,-121.8879812943268,"{0: 12, 1: 1, 2: 11, 3: 1, 4: 0}",0
652,False,"{'a': 0.995, 'e': 1.1422729723063552}",25,0,-110.01845251379582,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
653,False,"{'a': 0.995, 'e': 1.1365616074448235}",20,0,-139.12696085929002,"{0: 8, 1: 2, 2: 8, 3: 1, 4: 1}",0
654,False,"{'a': 0.995, 'e': 1.1308787994075993}",20,13,-7.538821408647909,"{0: 4, 1: 3, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.995, 'e': 1.1252244054105613}",20,0,-112.47511979088674,"{0: 10, 1: 1, 2: 8, 3: 0, 4: 1}",0
656,False,"{'a': 0.995, 'e': 1.1195982833835085}",20,0,-110.62402068832861,"{0: 9, 1: 5, 2: 4, 3: 1, 4: 1}",0
657,False,"{'a': 0.995, 'e': 1.114000291966591}",20,15,1.4353721910079176,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.995, 'e': 1.108430290506758}",30,20,-9.55023467266545,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
659,False,"{'a': 0.995, 'e': 1.1028881390542242}",20,0,-122.18830758319295,"{0: 8, 1: 4, 2: 7, 3: 0, 4: 1}",0
660,False,"{'a': 0.995, 'e': 1.097373698358953}",20,0,-91.32532826180369,"{0: 12, 1: 0, 2: 6, 3: 2, 4: 0}",0
661,False,"{'a': 0.995, 'e': 1.0918868298671582}",35,0,-181.24883680085063,"{0: 21, 1: 5, 2: 6, 3: 0, 4: 3}",0
662,False,"{'a': 0.995, 'e': 1.0864273957178225}",30,0,-119.86251716995166,"{0: 19, 1: 5, 2: 4, 3: 0, 4: 2}",0
663,False,"{'a': 0.995, 'e': 1.0809952587392335}",25,0,-111.68172857010595,"{0: 12, 1: 7, 2: 5, 3: 0, 4: 1}",0
664,False,"{'a': 0.995, 'e': 1.0755902824455374}",20,0,-103.89998875012755,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
665,False,"{'a': 0.995, 'e': 1.0702123310333098}",35,0,-127.40190073813658,"{0: 20, 1: 7, 2: 7, 3: 0, 4: 1}",0
666,False,"{'a': 0.995, 'e': 1.0648612693781432}",20,0,-107.86843470758312,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
667,False,"{'a': 0.995, 'e': 1.0595369630312526}",35,0,-148.58282675533417,"{0: 23, 1: 1, 2: 9, 3: 0, 4: 2}",0
668,False,"{'a': 0.995, 'e': 1.0542392782160963}",20,0,-107.87831270253767,"{0: 11, 1: 3, 2: 3, 3: 2, 4: 1}",0
669,False,"{'a': 0.995, 'e': 1.0489680818250158}",25,0,-110.48037736078481,"{0: 16, 1: 3, 2: 3, 3: 2, 4: 1}",0
670,False,"{'a': 0.995, 'e': 1.0437232414158908}",20,0,-60.737472845748684,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
671,False,"{'a': 0.995, 'e': 1.0385046252088113}",20,0,-49.06947645006211,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
672,False,"{'a': 0.995, 'e': 1.0333121020827671}",20,13,-0.4209884178769654,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.995, 'e': 1.0281455415723533}",25,0,-59.21094946524839,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
674,False,"{'a': 0.995, 'e': 1.0230048138644916}",20,0,-165.4485181780933,"{0: 10, 1: 2, 2: 5, 3: 0, 4: 3}",0
675,False,"{'a': 0.995, 'e': 1.017889789795169}",25,0,-73.05399203927611,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
676,False,"{'a': 0.995, 'e': 1.0128003408461932}",20,0,-167.79430941119014,"{0: 10, 1: 2, 2: 5, 3: 0, 4: 3}",0
677,False,"{'a': 0.995, 'e': 1.0077363391419623}",20,0,-84.716742382247,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
678,False,"{'a': 0.995, 'e': 1.0026976574462525}",30,10,-98.27024282852867,"{0: 10, 1: 6, 2: 2, 3: 1, 4: 1}",1
679,False,"{'a': 0.995, 'e': 0.9976841691590213}",25,0,-124.61021490652985,"{0: 12, 1: 4, 2: 8, 3: 0, 4: 1}",0
680,False,"{'a': 0.995, 'e': 0.9926957483132262}",30,14,-18.50667506535289,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 0}",1
681,False,"{'a': 0.995, 'e': 0.98773226957166}",25,0,-184.0257313554953,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 4}",0
682,False,"{'a': 0.995, 'e': 0.9827936082238018}",30,0,-122.29108506219016,"{0: 19, 1: 3, 2: 5, 3: 2, 4: 1}",0
683,False,"{'a': 0.995, 'e': 0.9778796401826828}",20,0,-163.6852667644564,"{0: 7, 1: 4, 2: 7, 3: 0, 4: 2}",0
684,False,"{'a': 0.995, 'e': 0.9729902419817694}",20,0,-152.63527291504397,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 3}",0
685,False,"{'a': 0.995, 'e': 0.9681252907718606}",25,0,-129.2430772104066,"{0: 13, 1: 6, 2: 4, 3: 0, 4: 2}",0
686,False,"{'a': 0.995, 'e': 0.9632846643180013}",20,0,-100.23931744011682,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
687,False,"{'a': 0.995, 'e': 0.9584682409964113}",20,3,-37.5699650518284,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 0}",1
688,False,"{'a': 0.995, 'e': 0.9536758997914292}",25,0,-57.160055660012475,"{0: 15, 1: 6, 2: 4, 3: 0, 4: 0}",0
689,False,"{'a': 0.995, 'e': 0.948907520292472}",25,0,-147.18496482346015,"{0: 13, 1: 4, 2: 6, 3: 0, 4: 2}",0
690,False,"{'a': 0.995, 'e': 0.9441629826910097}",25,0,-100.41545501375141,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
691,False,"{'a': 0.995, 'e': 0.9394421677775546}",30,0,-194.50423312167598,"{0: 14, 1: 3, 2: 10, 3: 1, 4: 2}",0
692,False,"{'a': 0.995, 'e': 0.9347449569386669}",20,0,-52.16184150857383,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
693,False,"{'a': 0.995, 'e': 0.9300712321539736}",30,0,-203.57354231490217,"{0: 15, 1: 6, 2: 5, 3: 1, 4: 3}",0
694,False,"{'a': 0.995, 'e': 0.9254208759932037}",25,0,-135.0221530508544,"{0: 17, 1: 3, 2: 2, 3: 0, 4: 3}",0
695,False,"{'a': 0.995, 'e': 0.9207937716132376}",25,0,-98.93423792435883,"{0: 17, 1: 4, 2: 2, 3: 0, 4: 2}",0
696,False,"{'a': 0.995, 'e': 0.9161898027551714}",30,0,-161.7166166308901,"{0: 17, 1: 2, 2: 9, 3: 0, 4: 2}",0
697,False,"{'a': 0.995, 'e': 0.9116088537413956}",20,0,-205.35500242714917,"{0: 9, 1: 1, 2: 5, 3: 2, 4: 3}",0
698,False,"{'a': 0.995, 'e': 0.9070508094726886}",20,0,-42.45433358423499,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
699,False,"{'a': 0.995, 'e': 0.9025155554253251}",20,0,-91.3975485310995,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
700,False,"{'a': 0.995, 'e': 0.8980029776481985}",25,0,-59.36191297702912,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
701,False,"{'a': 0.995, 'e': 0.8935129627599575}",30,0,-75.48895176414494,"{0: 20, 1: 5, 2: 4, 3: 0, 4: 1}",0
702,False,"{'a': 0.995, 'e': 0.8890453979461577}",20,0,-99.60698029306576,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
703,False,"{'a': 0.995, 'e': 0.8846001709564268}",25,0,-107.13632095559151,"{0: 14, 1: 3, 2: 7, 3: 0, 4: 1}",0
704,False,"{'a': 0.995, 'e': 0.8801771701016448}",25,0,-242.6143944885009,"{0: 11, 1: 3, 2: 6, 3: 1, 4: 4}",0
705,False,"{'a': 0.995, 'e': 0.8757762842511365}",20,0,-128.6592324856366,"{0: 9, 1: 5, 2: 4, 3: 0, 4: 2}",0
706,False,"{'a': 0.995, 'e': 0.8713974028298809}",25,0,-115.3571261879726,"{0: 15, 1: 5, 2: 3, 3: 0, 4: 2}",0
707,False,"{'a': 0.995, 'e': 0.8670404158157314}",20,1,-63.61731421300585,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 1}",1
708,False,"{'a': 0.995, 'e': 0.8627052137366528}",20,0,-73.95967856282066,"{0: 13, 1: 4, 2: 1, 3: 1, 4: 1}",0
709,False,"{'a': 0.995, 'e': 0.8583916876679695}",20,0,-49.16010224505872,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
710,False,"{'a': 0.995, 'e': 0.8540997292296296}",25,0,-125.87748999769431,"{0: 17, 1: 0, 2: 5, 3: 1, 4: 2}",0
711,False,"{'a': 0.995, 'e': 0.8498292305834815}",25,0,-125.11379398225449,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
712,False,"{'a': 0.995, 'e': 0.8455800844305641}",20,0,-34.38459502586868,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
713,False,"{'a': 0.995, 'e': 0.8413521840084113}",30,8,-61.39711504102457,"{0: 13, 1: 2, 2: 7, 3: 0, 4: 0}",1
714,False,"{'a': 0.995, 'e': 0.8371454230883693}",20,0,-80.2308983237665,"{0: 14, 1: 3, 2: 0, 3: 2, 4: 1}",0
715,False,"{'a': 0.995, 'e': 0.8329596959729274}",20,0,-94.6793715237411,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
716,False,"{'a': 0.995, 'e': 0.8287948974930628}",20,0,-46.9676946782099,"{0: 12, 1: 5, 2: 2, 3: 1, 4: 0}",0
717,False,"{'a': 0.995, 'e': 0.8246509230055975}",30,0,-187.71935346563095,"{0: 16, 1: 4, 2: 7, 3: 0, 4: 3}",0
718,False,"{'a': 0.995, 'e': 0.8205276683905696}",20,0,-94.14439475043802,"{0: 13, 1: 4, 2: 1, 3: 0, 4: 2}",0
719,False,"{'a': 0.995, 'e': 0.8164250300486167}",20,0,-43.068222853494525,"{0: 13, 1: 4, 2: 2, 3: 1, 4: 0}",0
720,False,"{'a': 0.995, 'e': 0.8123429048983736}",35,0,-89.4461194986256,"{0: 25, 1: 3, 2: 6, 3: 0, 4: 1}",0
721,False,"{'a': 0.995, 'e': 0.8082811903738817}",25,0,-74.14205260150183,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
722,False,"{'a': 0.995, 'e': 0.8042397844220123}",20,0,-169.4917692324901,"{0: 12, 1: 0, 2: 4, 3: 1, 4: 3}",0
723,False,"{'a': 0.995, 'e': 0.8002185854999022}",25,0,-122.5202528040243,"{0: 19, 1: 2, 2: 0, 3: 1, 4: 3}",0
724,False,"{'a': 0.995, 'e': 0.7962174925724027}",25,0,-117.60186966060796,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 3}",0
725,False,"{'a': 0.995, 'e': 0.7922364051095407}",20,0,-37.405866818960256,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
726,False,"{'a': 0.995, 'e': 0.788275223083993}",20,0,1.247491851648044,"{0: 16, 1: 4, 2: 0, 3: 0, 4: 0}",0
727,False,"{'a': 0.995, 'e': 0.784333846968573}",20,0,-131.57130233144593,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
728,False,"{'a': 0.995, 'e': 0.7804121777337302}",20,14,-10.183846211627646,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
729,False,"{'a': 0.995, 'e': 0.7765101168450615}",20,9,-9.739791914915301,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
730,False,"{'a': 0.995, 'e': 0.7726275662608363}",25,0,-76.9571004974338,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
731,False,"{'a': 0.995, 'e': 0.7687644284295321}",20,0,-94.44215636157408,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
732,False,"{'a': 0.995, 'e': 0.7649206062873845}",20,0,-115.24970959908438,"{0: 12, 1: 5, 2: 0, 3: 1, 4: 2}",0
733,False,"{'a': 0.995, 'e': 0.7610960032559475}",30,0,-49.75274362513411,"{0: 24, 1: 3, 2: 2, 3: 0, 4: 1}",0
734,False,"{'a': 0.995, 'e': 0.7572905232396677}",20,0,-43.98602165076762,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
735,False,"{'a': 0.995, 'e': 0.7535040706234694}",20,0,-33.53957592826797,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
736,False,"{'a': 0.995, 'e': 0.749736550270352}",30,0,-105.7024386309287,"{0: 16, 1: 7, 2: 5, 3: 2, 4: 0}",0
737,False,"{'a': 0.995, 'e': 0.7459878675190003}",20,0,0.40920036925173997,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
738,False,"{'a': 0.995, 'e': 0.7422579281814052}",25,8,-91.75636995983743,"{0: 10, 1: 0, 2: 6, 3: 0, 4: 1}",1
739,False,"{'a': 0.995, 'e': 0.7385466385404982}",25,0,-51.879903194202846,"{0: 15, 1: 6, 2: 4, 3: 0, 4: 0}",0
740,False,"{'a': 0.995, 'e': 0.7348539053477957}",20,5,-35.925969151713694,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
741,False,"{'a': 0.995, 'e': 0.7311796358210567}",25,0,-75.67894324463899,"{0: 16, 1: 1, 2: 7, 3: 1, 4: 0}",0
742,False,"{'a': 0.995, 'e': 0.7275237376419514}",20,0,-118.07652538576903,"{0: 11, 1: 2, 2: 4, 3: 2, 4: 1}",0
743,False,"{'a': 0.995, 'e': 0.7238861189537417}",20,4,-56.590155398886374,"{0: 10, 1: 3, 2: 2, 3: 0, 4: 1}",1
744,False,"{'a': 0.995, 'e': 0.720266688358973}",30,3,-61.26058630671028,"{0: 18, 1: 2, 2: 6, 3: 1, 4: 0}",1
745,False,"{'a': 0.995, 'e': 0.7166653549171781}",20,9,0.5131297294620325,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
746,False,"{'a': 0.995, 'e': 0.7130820281425921}",25,0,-42.22042872666577,"{0: 20, 1: 1, 2: 2, 3: 2, 4: 0}",0
747,False,"{'a': 0.995, 'e': 0.7095166180018792}",20,6,-2.722407365767774,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
748,False,"{'a': 0.995, 'e': 0.7059690349118698}",20,0,-17.26707041981566,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
749,False,"{'a': 0.995, 'e': 0.7024391897373105}",25,0,-51.89387233195204,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
750,False,"{'a': 0.995, 'e': 0.6989269937886239}",30,0,-94.92722191027302,"{0: 20, 1: 3, 2: 6, 3: 0, 4: 1}",0
751,False,"{'a': 0.995, 'e': 0.6954323588196808}",20,0,-100.7160231198396,"{0: 9, 1: 2, 2: 8, 3: 1, 4: 0}",0
752,False,"{'a': 0.995, 'e': 0.6919551970255824}",20,0,-44.296800088607235,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
753,False,"{'a': 0.995, 'e': 0.6884954210404545}",30,0,-38.257590804939284,"{0: 24, 1: 1, 2: 4, 3: 1, 4: 0}",0
754,False,"{'a': 0.995, 'e': 0.6850529439352522}",25,0,-88.6021315776487,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
755,False,"{'a': 0.995, 'e': 0.6816276792155759}",20,0,-68.21890182373937,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
756,False,"{'a': 0.995, 'e': 0.678219540819498}",20,3,-80.42541538307118,"{0: 11, 1: 2, 2: 2, 3: 1, 4: 1}",1
757,False,"{'a': 0.995, 'e': 0.6748284431154005}",20,0,-148.25819034047106,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
758,False,"{'a': 0.995, 'e': 0.6714543008998235}",20,0,-1.9186045353877432,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
759,False,"{'a': 0.995, 'e': 0.6680970293953243}",25,4,19.16005845451293,"{0: 19, 1: 2, 2: 0, 3: 0, 4: 0}",1
760,False,"{'a': 0.995, 'e': 0.6647565442483477}",20,11,-69.80974537606997,"{0: 5, 1: 0, 2: 2, 3: 1, 4: 1}",1
761,False,"{'a': 0.995, 'e': 0.661432761527106}",30,11,-72.74561396167371,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 1}",1
762,False,"{'a': 0.995, 'e': 0.6581255977194704}",25,0,-142.48640860681502,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",0
763,False,"{'a': 0.995, 'e': 0.6548349697308731}",30,0,-25.89348908144141,"{0: 23, 1: 3, 2: 4, 3: 0, 4: 0}",0
764,False,"{'a': 0.995, 'e': 0.6515607948822187}",25,0,4.713958164671162,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",1
765,False,"{'a': 0.995, 'e': 0.6483029909078076}",30,0,-184.37696791484768,"{0: 19, 1: 0, 2: 8, 3: 0, 4: 3}",0
766,False,"{'a': 0.995, 'e': 0.6450614759532686}",20,7,-17.6521245482616,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 0}",1
767,False,"{'a': 0.995, 'e': 0.6418361685735022}",25,0,-130.75390119019858,"{0: 14, 1: 4, 2: 5, 3: 0, 4: 2}",0
768,False,"{'a': 0.995, 'e': 0.6386269877306348}",20,0,-87.24675916854608,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
769,False,"{'a': 0.995, 'e': 0.6354338527919816}",25,0,-2.7237204212951593,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",1
770,False,"{'a': 0.995, 'e': 0.6322566835280217}",25,16,2.8730904496271563,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
771,False,"{'a': 0.995, 'e': 0.6290954001103816}",35,23,-45.914098353247766,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
772,False,"{'a': 0.995, 'e': 0.6259499231098297}",35,5,-112.71884518709328,"{0: 23, 1: 3, 2: 1, 3: 0, 4: 3}",1
773,False,"{'a': 0.995, 'e': 0.6228201734942805}",25,3,-38.27315310552174,"{0: 18, 1: 2, 2: 1, 3: 0, 4: 1}",1
774,False,"{'a': 0.995, 'e': 0.6197060726268091}",25,0,-53.78917978692353,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
775,False,"{'a': 0.995, 'e': 0.6166075422636751}",30,16,-22.134306148305157,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
776,False,"{'a': 0.995, 'e': 0.6135245045523567}",20,2,-75.69901719414315,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 1}",1
777,False,"{'a': 0.995, 'e': 0.6104568820295949}",30,0,-45.249162507655306,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
778,False,"{'a': 0.995, 'e': 0.607404597619447}",20,9,-27.200950229998302,"{0: 6, 1: 2, 2: 3, 3: 0, 4: 0}",1
779,False,"{'a': 0.995, 'e': 0.6043675746313497}",25,0,-11.127598692062083,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
780,False,"{'a': 0.995, 'e': 0.6013457367581929}",35,18,5.259791041965967,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
781,False,"{'a': 0.995, 'e': 0.598339008074402}",25,17,7.807444605777798,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
782,False,"{'a': 0.995, 'e': 0.59534731303403}",25,19,8.119361708492255,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
783,False,"{'a': 0.995, 'e': 0.5923705764688598}",20,0,-88.7465839050844,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
784,False,"{'a': 0.995, 'e': 0.5894087235865155}",20,7,6.1105860958964815,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
785,False,"{'a': 0.995, 'e': 0.5864616799685829}",30,8,-64.97810962646858,"{0: 17, 1: 1, 2: 2, 3: 1, 4: 1}",1
786,False,"{'a': 0.995, 'e': 0.58352937156874}",20,10,9.137257370642025,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
787,False,"{'a': 0.995, 'e': 0.5806117247108963}",20,5,-53.96794079996064,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 1}",1
788,False,"{'a': 0.995, 'e': 0.5777086660873418}",25,0,12.999998898445948,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
789,False,"{'a': 0.995, 'e': 0.5748201227569051}",20,2,-108.89885141884143,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 2}",1
790,False,"{'a': 0.995, 'e': 0.5719460221431205}",30,3,-48.07266482372647,"{0: 21, 1: 2, 2: 3, 3: 0, 4: 1}",1
791,False,"{'a': 0.995, 'e': 0.5690862920324049}",25,0,-65.98142075544024,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
792,False,"{'a': 0.995, 'e': 0.5662408605722429}",20,8,10.612772562466631,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
793,False,"{'a': 0.995, 'e': 0.5634096562693817}",20,0,-17.734094899715025,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
794,False,"{'a': 0.995, 'e': 0.5605926079880348}",25,11,-37.31166910361941,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
795,False,"{'a': 0.995, 'e': 0.5577896449480946}",25,0,-104.27557226858778,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
796,False,"{'a': 0.995, 'e': 0.5550006967233541}",20,0,-6.3067125251543175,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
797,False,"{'a': 0.995, 'e': 0.5522256932397372}",20,5,-36.27270788575691,"{0: 10, 1: 2, 2: 2, 3: 1, 4: 0}",1
798,False,"{'a': 0.995, 'e': 0.5494645647735386}",25,8,-2.692037620664942,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
799,False,"{'a': 0.995, 'e': 0.5467172419496709}",30,14,-89.30986739515575,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 2}",1
800,False,"{'a': 0.995, 'e': 0.5439836557399225}",25,0,-89.62611090211752,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
801,False,"{'a': 0.995, 'e': 0.5412637374612228}",25,9,7.297852953843982,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
802,False,"{'a': 0.995, 'e': 0.5385574187739167}",20,0,-19.971544172132127,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
803,False,"{'a': 0.995, 'e': 0.5358646316800472}",30,0,-60.152496069327384,"{0: 23, 1: 0, 2: 6, 3: 0, 4: 1}",0
804,False,"{'a': 0.995, 'e': 0.5331853085216469}",20,0,-20.352989677197733,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
805,False,"{'a': 0.995, 'e': 0.5305193819790387}",20,14,-0.1446370256842573,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
806,False,"{'a': 0.995, 'e': 0.5278667850691435}",30,11,6.757229206108604,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
807,False,"{'a': 0.995, 'e': 0.5252274511437978}",30,8,-28.258354146318798,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 1}",1
808,False,"{'a': 0.995, 'e': 0.5226013138880787}",20,0,1.4049317200643259,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
809,False,"{'a': 0.995, 'e': 0.5199883073186383}",20,11,3.5611820503133202,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
810,False,"{'a': 0.995, 'e': 0.5173883657820452}",25,0,-14.186786380721376,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",0
811,False,"{'a': 0.995, 'e': 0.5148014239531349}",20,0,-33.049572978864155,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
812,False,"{'a': 0.995, 'e': 0.5122274168333693}",30,0,-107.84236228004998,"{0: 24, 1: 2, 2: 1, 3: 0, 4: 3}",0
813,False,"{'a': 0.995, 'e': 0.5096662797492024}",20,9,-47.11155761865058,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
814,False,"{'a': 0.995, 'e': 0.5071179483504564}",20,9,-4.23681492464338,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
815,False,"{'a': 0.995, 'e': 0.5045823586087042}",20,5,-65.83428112050171,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 2}",1
816,False,"{'a': 0.995, 'e': 0.5020594468156606}",20,14,-0.325870482401335,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
817,False,"{'a': 0.995, 'e': 0.4995491495815823}",25,6,9.930454181046954,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
818,False,"{'a': 0.995, 'e': 0.4970514038336744}",20,0,-109.43558345773502,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 3}",0
819,False,"{'a': 0.995, 'e': 0.49456614681450606}",35,0,-13.15933583566439,"{0: 31, 1: 0, 2: 3, 3: 1, 4: 0}",0
820,False,"{'a': 0.995, 'e': 0.49209331608043355}",20,0,-64.76212270007166,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 2}",0
